                   NAME, ALG, S, METH,SOUT,   MbpsGPU, MbpsCPU, FAKT,T_PROC,T_COAL,  T_CPU, CT,DST, ALEN,NRSTRING,   MB,  MEAN,  STDDEF,  MAXL, THRDS,GRID* BLK
GP2_001_U8_NOBR_000_064,GP2, 01, NOBR, 064,   1526.87,  418.81,  3.6,  3.03,  5.16,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GP2_001_U8_NOBR_000_128,GP2, 01, NOBR, 128,   1497.11,  418.81,  3.6,  3.04,  5.31,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GP2_001_U8_NOBR_000_256,GP2, 01, NOBR, 256,   1437.38,  418.81,  3.4,  3.02,  5.68,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GP2_001_U8_NEXT_000_256,GP2, 01, NEXT, 256,   2661.39,  418.81,  6.4,  1.19,  3.51,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GP2_001_U8_NEXT_000_128,GP2, 01, NEXT, 128,   2766.83,  418.81,  6.6,  1.15,  3.37,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GP2_001_U8_NOB2_000_032,GP2, 01, NOB2, 032,   1338.53,  418.81,  3.2,  4.03,  5.31,  29.85, AV,FIX,  256,  51200,    12,   256,    0.00,   256, 51200,  1600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    830.89,  437.85,  1.9,  1.53, 13.51,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_001_U8_NEXT_000_000,GPU, 01, NEXT, 000,    807.46,  437.85,  1.8,  1.67, 13.81,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_001_U8_NEXT_000_256,GPU, 01, NEXT, 256,    799.41,  437.85,  1.8,  1.52, 14.12,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_001_U8_NOBR_000_000,GPU, 01, NOBR, 000,    793.13,  437.85,  1.8,  1.72, 14.04,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    803.66,  437.85,  1.8,  1.50, 14.06,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_016_U8_NEXT_000_000,GPU, 16, NEXT, 000,    301.94,  437.85,  0.7, 28.31, 13.09,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16, 51200,  1600* 32
GPU_016_U8_NEXT_000_256,GPU, 16, NEXT, 256,    694.42,  437.85,  1.6,  4.93, 13.07,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16, 51200,  1600* 32
GPU_016_U8_NOBR_000_000,GPU, 16, NOBR, 000,    301.34,  437.85,  0.7, 28.52, 12.96,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16, 51200,  1600* 32
GPU_016_U8_NOBR_000_256,GPU, 16, NOBR, 256,    688.93,  437.85,  1.6,  4.90, 13.24,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16, 51200,  1600* 32
GP2_001_U8_NOBR_000_000,GP2, 01, NOBR, 000,   5197.94,  437.85, 11.9,  0.58,  1.82,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_004,GP2, 01, NOBR, 004,   6456.61,  437.85, 14.7,  0.61,  1.33,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_008,GP2, 01, NOBR, 008,   5914.08,  437.85, 13.5,  0.57,  1.55,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_016,GP2, 01, NOBR, 016,   5621.01,  437.85, 12.8,  0.60,  1.63,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_032,GP2, 01, NOBR, 032,   5431.95,  437.85, 12.4,  0.60,  1.70,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_064,GP2, 01, NOBR, 064,   5425.58,  437.85, 12.4,  0.58,  1.72,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_128,GP2, 01, NOBR, 128,   5460.42,  437.85, 12.5,  0.61,  1.68,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOBR_000_256,GP2, 01, NOBR, 256,   5510.25,  437.85, 12.6,  0.59,  1.67,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NEXT_000_256,GP2, 01, NEXT, 256,   6431.36,  437.85, 14.7,  0.31,  1.63,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NEXT_000_128,GP2, 01, NEXT, 128,   6332.32,  437.85, 14.5,  0.33,  1.64,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GP2_001_U8_NOB2_000_032,GP2, 01, NOB2, 032,   5359.52,  437.85, 12.2,  0.67,  1.67,  28.55, AV,FIX,   16, 819200,    12,    16,    0.00,    16,819200, 25600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    485.37,  528.18,  0.9, 14.61, 11.15,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_001_U8_NEXT_000_000,GPU, 01, NEXT, 000,    667.54,  528.18,  1.3,  6.98, 11.74,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_001_U8_NEXT_000_256,GPU, 01, NEXT, 256,    588.88,  528.18,  1.1,  8.98, 12.25,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_001_U8_NOBR_000_000,GPU, 01, NOBR, 000,    503.26,  528.18,  1.0, 12.57, 12.27,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    468.54,  528.18,  0.9, 14.62, 12.06,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_016_U8_NEXT_000_000,GPU, 16, NEXT, 000,    156.18,  528.18,  0.3, 68.74, 11.30,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,   128,     4* 32
GPU_016_U8_NEXT_000_256,GPU, 16, NEXT, 256,    111.64,  528.18,  0.2,101.29, 10.68,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,   128,     4* 32
GPU_016_U8_NOBR_000_000,GPU, 16, NOBR, 000,     86.92,  528.18,  0.2,133.23, 10.58,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,   128,     4* 32
GPU_016_U8_NOBR_000_256,GPU, 16, NOBR, 256,     70.79,  528.18,  0.1,165.85, 10.74,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,   128,     4* 32
GP2_001_U8_NOBR_000_000,GP2, 01, NOBR, 000,    524.11,  528.18,  1.0, 11.13, 12.72,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_004,GP2, 01, NOBR, 004,    491.38,  528.18,  0.9, 11.12, 14.32,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_008,GP2, 01, NOBR, 008,    493.61,  528.18,  0.9, 11.13, 14.19,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_016,GP2, 01, NOBR, 016,    480.25,  528.18,  0.9, 11.12, 14.91,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_032,GP2, 01, NOBR, 032,    481.00,  528.18,  0.9, 11.13, 14.86,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_064,GP2, 01, NOBR, 064,    480.55,  528.18,  0.9, 11.12, 14.89,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_128,GP2, 01, NOBR, 128,    484.40,  528.18,  0.9, 11.12, 14.69,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOBR_000_256,GP2, 01, NOBR, 256,    482.54,  528.18,  0.9, 11.12, 14.79,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NEXT_000_256,GP2, 01, NEXT, 256,    846.62,  528.18,  1.6,  5.67,  9.10,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NEXT_000_128,GP2, 01, NEXT, 128,    865.20,  528.18,  1.6,  5.67,  8.78,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GP2_001_U8_NOB2_000_032,GP2, 01, NOB2, 032,    474.72,  528.18,  0.9, 11.52, 14.82,  23.67, AV,GM1, 8192,   1600,    12,  7895, 7862.42, 56250,  1600,    50* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    595.76,  406.03,  1.5,  5.77, 15.21,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_001_U8_NEXT_000_000,GPU, 01, NEXT, 000,    625.40,  406.03,  1.5,  4.65, 15.34,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_001_U8_NEXT_000_256,GPU, 01, NEXT, 256,    550.96,  406.03,  1.4,  5.76, 16.93,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_001_U8_NOBR_000_000,GPU, 01, NOBR, 000,    538.43,  406.03,  1.3,  6.23, 16.98,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    594.82,  406.03,  1.5,  6.01, 15.00,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_016_U8_NEXT_000_000,GPU, 16, NEXT, 000,    717.09,  406.03,  1.8,  3.33, 14.10,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158,  3200,   100* 32
GPU_016_U8_NEXT_000_256,GPU, 16, NEXT, 256,    370.86,  406.03,  0.9, 19.45, 14.26,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158,  3200,   100* 32
GPU_016_U8_NOBR_000_000,GPU, 16, NOBR, 000,    617.18,  406.03,  1.5,  5.94, 14.32,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158,  3200,   100* 32
GPU_016_U8_NOBR_000_256,GPU, 16, NOBR, 256,    353.20,  406.03,  0.9, 20.37, 15.02,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158,  3200,   100* 32
GP2_001_U8_NOBR_000_000,GP2, 01, NOBR, 000,   1358.28,  406.03,  3.3,  2.97,  6.23,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_004,GP2, 01, NOBR, 004,   1469.78,  406.03,  3.6,  2.97,  5.53,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_008,GP2, 01, NOBR, 008,   1479.52,  406.03,  3.6,  3.01,  5.44,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_016,GP2, 01, NOBR, 016,   1490.67,  406.03,  3.7,  3.07,  5.32,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_032,GP2, 01, NOBR, 032,   1468.81,  406.03,  3.6,  2.96,  5.55,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_064,GP2, 01, NOBR, 064,   1407.80,  406.03,  3.5,  2.93,  5.95,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_128,GP2, 01, NOBR, 128,   1399.34,  406.03,  3.4,  3.01,  5.92,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOBR_000_256,GP2, 01, NOBR, 256,   1371.02,  406.03,  3.4,  2.96,  6.16,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NEXT_000_256,GP2, 01, NEXT, 256,   1792.47,  406.03,  4.4,  1.18,  5.79,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NEXT_000_128,GP2, 01, NEXT, 128,   1795.33,  406.03,  4.4,  1.20,  5.76,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GP2_001_U8_NOB2_000_032,GP2, 01, NOB2, 032,   1401.47,  406.03,  3.5,  3.32,  5.60,  30.79, AV,GM1,  256,  51200,    12,   256,  255.03,  3158, 51200,  1600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    456.25,  370.05,  1.2,  4.79, 22.61,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GPU_001_U8_NEXT_000_000,GPU, 01, NEXT, 000,    506.52,  370.05,  1.4,  3.04, 21.64,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GPU_001_U8_NEXT_000_256,GPU, 01, NEXT, 256,    444.64,  370.05,  1.2,  5.42, 22.70,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GPU_001_U8_NOBR_000_000,GPU, 01, NOBR, 000,    465.84,  370.05,  1.3,  4.42, 22.42,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GPU_001_U8_NOBR_000_256,GPU, 01, NOBR, 256,    454.47,  370.05,  1.2,  4.79, 22.71,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GPU_016_U8_NEXT_000_000,GPU, 16, NEXT, 000,    680.91,  370.05,  1.8,  5.47, 12.89,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220, 51200,  1600* 32
GPU_016_U8_NEXT_000_256,GPU, 16, NEXT, 256,    354.89,  370.05,  1.0, 22.29, 12.93,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220, 51200,  1600* 32
GPU_016_U8_NOBR_000_000,GPU, 16, NOBR, 000,    668.21,  370.05,  1.8,  6.00, 12.71,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220, 51200,  1600* 32
GPU_016_U8_NOBR_000_256,GPU, 16, NOBR, 256,    340.25,  370.05,  0.9, 23.40, 13.34,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220, 51200,  1600* 32
GP2_001_U8_NOBR_000_000,GP2, 01, NOBR, 000,   1499.57,  370.05,  4.1,  3.76,  4.58,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_004,GP2, 01, NOBR, 004,   1476.65,  370.05,  4.0,  3.78,  4.69,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_008,GP2, 01, NOBR, 008,   1439.33,  370.05,  3.9,  4.00,  4.69,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_016,GP2, 01, NOBR, 016,   1427.07,  370.05,  3.9,  3.80,  4.96,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_032,GP2, 01, NOBR, 032,   1436.67,  370.05,  3.9,  3.76,  4.94,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_064,GP2, 01, NOBR, 064,   1417.36,  370.05,  3.8,  3.78,  5.04,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_128,GP2, 01, NOBR, 128,   1427.79,  370.05,  3.9,  3.78,  4.98,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOBR_000_256,GP2, 01, NOBR, 256,   1448.37,  370.05,  3.9,  3.78,  4.86,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NEXT_000_256,GP2, 01, NEXT, 256,   1934.18,  370.05,  5.2,  1.00,  5.46,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NEXT_000_128,GP2, 01, NEXT, 128,   1984.35,  370.05,  5.4,  0.96,  5.33,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
GP2_001_U8_NOB2_000_032,GP2, 01, NOB2, 032,   1280.95,  370.05,  3.5,  4.24,  5.52,  33.78, AV,GM1,   16, 819200,    12,    16,   15.84,   220,819200, 25600* 32
